Region,Constituency,Station,Registered,UDP,NPP,GDC,NUP,PDOIS,INDP,LEAVE_BLANK
Janjanbureh,Niamina West,Dalaba,645,46,251,152,85,258,47,
Janjanbureh,Niamina West,Madina Ma Ancha (Kerr Malima),918,162,203,212,61,130,124,
Janjanbureh,Niamina West,Nana,416,158,217,86,49,259,116,
Janjanbureh,Niamina West,Pappa,719,63,214,51,181,327,264,
Janjanbureh,Niamina West,Sambang Fula Kunda,1052,157,156,307,175,64,37,
Janjanbureh,Niani,Dingirai,926,35,235,136,310,51,320,
Janjanbureh,Niani,Gingory Mustapha,801,120,80,276,152,193,229,
Janjanbureh,Niani,Jakaba,932,314,301,148,153,103,103,
Janjanbureh,Niani,Jockul Ndowen (Nodwen Angalleh),1112,228,185,227,236,113,243,
Janjanbureh,Niani,Kass Wollof,1277,293,95,255,112,68,232,
Janjanbureh,Niani,Kataba Alh. Omar,1077,216,294,318,291,179,91,
Janjanbureh,Niani,Kayai,553,247,122,177,274,313,283,
Janjanbureh,Niani,Kuntaur Wharf Town,508,78,116,301,294,221,183,
Janjanbureh,Niani,Mbayen Wollof,766,266,151,194,179,61,307,
Janjanbureh,Niani,Nyanga Bantang,1701,192,283,196,240,240,49,
Janjanbureh,Niani,Safalu,310,120,156,128,107,142,138,
Janjanbureh,Niani,Sait Maram,1199,90,76,156,70,293,36,
Janjanbureh,Niani,Sukuta,1071,79,265,278,266,167,286,
Janjanbureh,Niani,Wassu,1904,172,226,219,267,116,139,
Janjanbureh,Nianija,Bakadagi,579,225,84,67,270,270,96,
Janjanbureh,Nianija,Buduck,1291,209,198,235,104,286,97,
Janjanbureh,Nianija,Chamen,1895,90,33,183,313,322,287,
Janjanbureh,Nianija,Kerr Jebel,531,298,294,41,85,132,164,
Janjanbureh,Nianija,Palaeili,734,201,254,267,93,193,266,
Janjanbureh,Sami,Banni,331,141,34,290,183,253,189,
Janjanbureh,Sami,Baya Ba (Baya Edi Bah),969,132,105,318,285,328,299,
Janjanbureh,Sami,Changai Wollof,1505,207,146,65,128,282,158,
Janjanbureh,Sami,Dobo,994,247,98,234,74,237,245,
Janjanbureh,Sami,Jamali Ganyado,736,128,173,267,201,42,47,
Janjanbureh,Sami,Jarumeh Koto,965,154,225,143,119,210,96,
Janjanbureh,Sami,Karantaba,916,161,138,112,237,208,91,
Janjanbureh,Sami,Kibiri,458,235,266,295,183,56,254,
Janjanbureh,Sami,Kunting,923,166,308,239,75,128,86,
Janjanbureh,Sami,Lamin Koto,494,208,44,178,292,328,159,
Janjanbureh,Sami,Ranerou Samba Ngai,694,269,283,169,152,295,146,
Janjanbureh,Sami,Sami Medina,1217,120,274,177,253,81,228,
Janjanbureh,Sami,Sami Njalal Samba (Toro),408,138,266,253,271,175,270,
Janjanbureh,Sami,Sami Pachonki,1347,146,168,324,104,294,107,
Janjanbureh,Sami,Tabanani,608,200,150,71,118,142,36,
Janjanbureh,Sami,Tandi  Mandinka,637,310,88,54,167,224,205,
Janjanbureh,Sami,Yorna Musa,435,55,72,135,319,230,173,
Janjanbureh,Upper Fulladu West,Bansang  A,2417,318,200,43,300,220,261,
Janjanbureh,Upper Fulladu West,Bansang B,1745,178,167,233,288,149,252,
Janjanbureh,Upper Fulladu West,Bantanto,1302,54,240,239,68,53,144,
Janjanbureh,Upper Fulladu West,Boraba,538,127,183,40,52,316,133,
Janjanbureh,Upper Fulladu West,Cha Kunda Madina,659,89,42,91,117,114,274,
Janjanbureh,Upper Fulladu West,Chargel,763,104,121,285,190,217,82,
Janjanbureh,Upper Fulladu West,Daru,1136,154,229,199,106,199,102,
Janjanbureh,Upper Fulladu West,Dobang Kunda.Kebba,1305,67,293,320,133,198,116,
Janjanbureh,Upper Fulladu West,Fass Belal,1346,130,151,203,150,73,319,
Janjanbureh,Upper Fulladu West,Fugga,772,261,179,87,246,265,217,
Janjanbureh,Upper Fulladu West,Galleh Manda,1588,317,134,260,150,115,254,
Janjanbureh,Upper Fulladu West,Lala Gui (Sare Chewto),761,282,150,104,179,91,282,
Janjanbureh,Upper Fulladu West,Librass,549,53,327,226,246,210,301,
Janjanbureh,Upper Fulladu West,Medina Tunjang,744,191,74,261,279,117,153,
Janjanbureh,Upper Fulladu West,Ndikiri Kunda,532,114,178,274,48,138,192,
Janjanbureh,Upper Fulladu West,Ngayen (Kerr Njaga),626,219,156,285,191,36,55,
Janjanbureh,Upper Fulladu West,Pateh Gai (Kerr Pateh Gai),175,154,97,46,135,181,281,
Janjanbureh,Upper Fulladu West,Sam Pateh (Jahanka),1149,72,191,94,158,116,38,
Janjanbureh,Upper Fulladu West,Santanto Bubu,923,238,314,195,111,276,245,
Janjanbureh,Upper Fulladu West,Sare Pateh Jawo,1359,174,287,320,295,132,194,
Janjanbureh,Upper Fulladu West,Sare Silleri,828,161,137,283,165,132,52,
Janjanbureh,Upper Fulladu West,Sare Sofie,818,145,230,248,189,281,48,
Janjanbureh,Upper Fulladu West,Sololo Mandinka,766,183,227,263,170,157,206,
Janjanbureh,Upper Fulladu West,Tandi,393,247,322,218,141,289,239,
Janjanbureh,Upper Fulladu West,Tuba Ousman (Kerr Ousman Boye),562,183,232,244,295,104,141,
Janjanbureh,Upper Fulladu West,Wellingara Demba Kandeh,385,159,262,135,136,253,180,
Janjanbureh,Upper Fulladu West,Yoro Beri Kunda Mandinka,560,167,274,147,145,147,236,
Janjanbureh,Upper Saloum,Bantanto Ebrima Kah (Kerr Sulay),656,328,246,73,184,272,273,
Janjanbureh,Upper Saloum,Bantanto Kerr Laye,526,322,317,89,68,99,282,
Janjanbureh,Upper Saloum,Batti Ndarr,1417,184,191,98,227,179,224,
Janjanbureh,Upper Saloum,Fass,1172,167,260,168,274,294,213,
Janjanbureh,Upper Saloum,Jareng Madi Jama (Jareng Modou Warr),1256,100,300,184,55,167,150,
Janjanbureh,Upper Saloum,Kerr Auldi,841,146,138,54,246,105,50,
Janjanbureh,Upper Saloum,Njau,555,175,189,36,306,38,166,
Janjanbureh,Upper Saloum,Noiro Tukulor,1275,235,262,210,106,270,77,
Janjanbureh,Upper Saloum,Panchang,1570,152,193,143,249,216,274,
Kanifing,Bakau,Bakau Community Centre,1381,252,308,71,265,260,239,
Kanifing,Bakau,Bakau Farokono,939,273,136,217,123,126,184,
Kanifing,Bakau,Bakau Lower Basic Sch,428,118,218,171,226,278,85,
Kanifing,Bakau,Bakau Ubs (Independence Stadium),2102,216,82,317,131,276,235,
Kanifing,Bakau,Cape Point,1219,100,147,292,199,140,94,
Kanifing,Bakau,Fajara (Around Sabena Junction),1328,229,123,245,132,156,90,
Kanifing,Bakau,Fajara Hotel,529,163,225,146,248,247,303,
Kanifing,Bakau,Kachikally Cinema,1070,88,216,285,192,183,78,
Kanifing,Bakau,Mama Koto Road,1728,133,87,114,265,265,163,
Kanifing,Bakau,New Town Lower Basic Sch.,1659,82,153,280,281,116,296,
Kanifing,Bakau,Old Bakau Bantaba,481,237,316,161,162,321,68,
Kanifing,Bakau,Wasulunkunda Bantang Koto,1005,110,207,63,63,266,120,
Kanifing,Bundungka Kunda,Aren Babun Fatty,1378,267,156,90,36,52,313,
Kanifing,Bundungka Kunda,Bundung Bantaba  Street,723,291,261,304,273,185,214,
Kanifing,Bundungka Kunda,Bundung Borehole,3060,116,216,195,222,46,86,
Kanifing,Bundungka Kunda,Bundung Farokono (Third Hall),814,177,95,256,198,129,66,
Kanifing,Bundungka Kunda,Bundung Lower Basic Sch,1947,46,34,320,287,221,100,
Kanifing,Bundungka Kunda,Bundung Mosque,3007,308,216,228,314,128,313,
Kanifing,Bundungka Kunda,Bundung Six Junction,3173,108,184,233,280,219,60,
Kanifing,Bundungka Kunda,Bundung White House,1808,119,207,318,120,126,48,
Kanifing,Bundungka Kunda,Mauritania School,2712,297,298,248,260,44,48,
Kanifing,Bundungka Kunda,Medina Fass Mosque,1671,179,325,233,182,70,283,
Kanifing,Bundungka Kunda,Nusrat Sen. Sec Sch.,1517,143,278,100,224,108,214,
Kanifing,Bundungka Kunda,Serekunda East Mini Studium,1930,36,230,275,243,230,71,
Kanifing,Jeshwang,Abc Schools,357,164,266,185,102,224,83,
Kanifing,Jeshwang,Ebo Town Badala,1349,233,145,34,290,223,48,
Kanifing,Jeshwang,Ebo Town Big Tree,1338,128,116,237,240,42,71,
Kanifing,Jeshwang,Ebo Town Mosque,2464,179,246,207,227,126,144,
Kanifing,Jeshwang,Ebo Town Sanchaba,2502,135,327,235,275,127,103,
Kanifing,Jeshwang,Kanifing Estate Comm. Centre,2026,135,99,272,300,55,288,
Kanifing,Jeshwang,Kanifing Layout,901,122,204,305,70,279,103,
Kanifing,Jeshwang,Kanifing South Mosque,1911,216,180,37,300,45,305,
Kanifing,Jeshwang,Kussabia Mosque,1112,319,313,159,139,34,249,
Kanifing,Jeshwang,Latrikunda Lower Basic Sch.,465,222,279,163,110,279,87,
Kanifing,Jeshwang,New Jeshwang  (Cotton Street),1755,129,67,281,142,63,128,
Kanifing,Jeshwang,New Jeshwang (Kandiba) Lower Basic Sch.,2058,91,36,136,103,261,132,
Kanifing,Jeshwang,New Jeshwang Bantaba,2112,207,103,123,294,167,119,
Kanifing,Jeshwang,New Jeshwang Mosque,1559,83,270,72,121,202,204,
Kanifing,Jeshwang,Nuru Arabic Sch (Sankung Sillah),399,183,263,174,129,273,71,
Kanifing,Jeshwang,Old Jeshwang (Living Children Academy),903,208,165,78,253,165,181,
Kanifing,Jeshwang,Old Jeshwang Jalatali (Black School Arabic),703,47,230,251,263,113,210,
Kanifing,Jeshwang,Old Jeshwang Lower Basic Sch,2524,207,186,163,167,293,59,
Kanifing,Jeshwang,Serekunda Post Office,512,153,159,234,191,120,182,
Kanifing,Latrikunda Sabiji,Abuko Health Centre,266,253,33,116,76,277,149,
Kanifing,Latrikunda Sabiji,Abuko Upper Basic Sch.,4303,226,219,314,123,242,222,
Kanifing,Latrikunda Sabiji,Abuko Vet Camp,4820,194,242,75,99,118,295,
Kanifing,Latrikunda Sabiji,Faji Kunda Bantaba,3749,302,134,63,165,263,256,
Kanifing,Latrikunda Sabiji,Faji Kunda Community Centre,1272,60,318,197,238,303,251,
Kanifing,Latrikunda Sabiji,Fajikunda Bajonkoto (Abdullah Bun Saud Arabic Sch),2626,299,238,192,89,42,305,
Kanifing,Latrikunda Sabiji,Fajikunda Mosque,1802,302,146,36,57,234,221,
Kanifing,Latrikunda Sabiji,Latrikunda Piccadilly,2969,214,85,103,204,303,94,
Kanifing,Latrikunda Sabiji,Latrikunda Sabiji Castle Petrol Station,2699,183,280,187,38,77,242,
Kanifing,Latrikunda Sabiji,Latrikunda Sabijie Lower Basic Sch.,3658,173,242,89,137,315,312,
Kanifing,Latrikunda Sabiji,Latrikunda Sabijie Mosque (For Fajikunda),2076,71,315,224,291,46,264,
Kanifing,Latrikunda Sabiji,Latrikunda Sabijii Behind Market,2097,313,221,232,202,73,253,
Kanifing,Latrikunda Sabiji,Rex Nursery Sch.,2477,138,129,252,298,137,47,
Kanifing,Latrikunda Sabiji,St. Charles Lwanga Lbs,2037,94,170,208,108,34,315,
Kanifing,Serekunda,Christian Mission Church London,945,81,84,43,76,278,68,
Kanifing,Serekunda,Jangjang Road,1997,150,314,288,73,140,246,
Kanifing,Serekunda,Marche Ngelew,3943,221,71,260,266,214,256,
Kanifing,Serekunda,Plaza Cinema,2885,250,96,104,134,148,85,
Kanifing,Serekunda,Serekunda  (Gadafi Mosque),701,321,227,177,169,232,136,
Kanifing,Serekunda,Serekunda Bartez (Christ Church),1371,267,172,255,106,218,90,
Kanifing,Serekunda,Serekunda Lower Basic Sch.,2127,240,33,69,98,311,179,
Kanifing,Serekunda West,Aisa Marie Cinema,613,298,275,123,72,207,234,
Kanifing,Serekunda West,Aren Betty Khan (Divine Prep. Sch.),472,211,234,141,139,297,170,
Kanifing,Serekunda West,Bakoteh Bantaba,3251,305,273,228,308,153,141,
Kanifing,Serekunda West,Bakoteh Borehole,2023,69,153,166,153,142,289,
Kanifing,Serekunda West,Bakoteh Layout,2460,136,74,64,266,316,119,
Kanifing,Serekunda West,Bakoteh Lower Basic Sch.,1907,130,321,241,158,137,197,
Kanifing,Serekunda West,Cider Club,798,128,138,178,267,270,35,
Kanifing,Serekunda West,Dippa Kunda Chupe Town .,2452,233,55,94,92,116,55,
Kanifing,Serekunda West,Dippa Kunda Mosque,2707,211,264,277,261,241,237,
Kanifing,Serekunda West,Erenjang Nurs. Sch,355,259,257,127,69,217,38,
Kanifing,Serekunda West,Former Senegambia Garage,1575,251,223,162,254,249,258,
Kanifing,Serekunda West,Kololi (Johaness ),1026,62,299,269,128,317,279,
Kanifing,Serekunda West,Kololi Mosque,3421,184,117,76,88,185,128,
Kanifing,Serekunda West,Kotu Community Centre,870,233,103,114,252,98,138,
Kanifing,Serekunda West,Kotu Layout (Football Field),1716,258,230,307,49,323,39,
Kanifing,Serekunda West,Kotu Power Station (Masjid Sara Maco5),794,103,139,316,211,91,47,
Kanifing,Serekunda West,Kotu Quarry,2699,188,95,281,278,117,228,
Kanifing,Serekunda West,Latrikunda Upper Basic Sch .,750,104,192,84,175,256,314,
Kanifing,Serekunda West,Latrikunda Yiringanya  Opp. Mb Sarr,1198,317,47,181,169,264,261,
Kanifing,Serekunda West,Latrikunda Yiringanya Mosque,2887,223,318,80,159,77,99,
Kanifing,Serekunda West,Manjai Kunda Gidda,1514,162,117,188,171,278,82,
Kanifing,Serekunda West,Manjai Kunda Market,3296,194,126,178,325,65,305,
Kanifing,Serekunda West,Manjai Sanchaba (Leader'S Lbs),772,124,184,284,107,174,203,
Kanifing,Serekunda West,Pipeline Mosque,2176,69,173,125,317,235,245,
Kanifing,Serekunda West,Serekunda West Mini Stadium,2655,85,186,63,251,225,292,
Kanifing,Tallinding Kunjang,Buffer Zone,3267,150,100,193,45,109,259,
Kanifing,Tallinding Kunjang,J.T.T. Nur Sch (North),2116,230,120,114,213,66,47,
Kanifing,Tallinding Kunjang,J.T.T. Nur Sch (South),1490,241,135,298,177,62,253,
Kanifing,Tallinding Kunjang,Jilfit Kunda (Kairaba Nur. Sch),1742,213,98,155,202,132,271,
Kanifing,Tallinding Kunjang,Tallinding Bantaba,3332,307,67,215,241,205,174,
Kanifing,Tallinding Kunjang,Tallinding Dutokoto,2488,86,245,320,120,56,111,
Kanifing,Tallinding Kunjang,Tallinding Islamic Institute,1038,237,321,78,312,320,92,
Kanifing,Tallinding Kunjang,Tallinding Lower Basic Sch.,2439,320,178,143,99,236,202,
Kanifing,Tallinding Kunjang,Tallinding Medina,2122,95,142,97,76,170,259,
Kerewan,Central Baddibu,Daru Rilwan Health Post,1251,59,90,237,242,96,76,
Kerewan,Central Baddibu,Kerr Katim Wollof Bantaba,641,295,38,43,305,97,52,
Kerewan,Central Baddibu,Kerr Pateh Kore Seed Store,1201,200,62,319,178,66,149,
Kerewan,Central Baddibu,Kinteh Kunda Marong  Kunda Bantaba,489,250,195,155,196,194,37,
Kerewan,Central Baddibu,Mandory  Health Post,425,255,235,36,128,212,245,
Kerewan,Central Baddibu,Minteh Kunda Bantaba,451,269,186,68,291,315,130,
Kerewan,Central Baddibu,Nawlaru Bantaba,1171,197,237,308,46,177,35,
Kerewan,Central Baddibu,Njaba Kunda Bantaba,1328,289,134,45,169,114,132,
Kerewan,Central Baddibu,Salikenne Market,2209,206,90,84,185,45,55,
Kerewan,Central Baddibu,Wellingara Bantaba,309,280,145,318,81,258,59,
Kerewan,Illiassa,Alkali Kunda,415,312,83,68,154,203,190,
Kerewan,Illiassa,Ballingho Health Centre,141,75,263,314,154,104,149,
Kerewan,Illiassa,Chamen Bantaba,276,242,252,200,236,89,288,
Kerewan,Illiassa,Conteh Kunda Niji Bantaba,516,57,289,241,267,82,239,
Kerewan,Illiassa,Conteh Kunda Sukoto Bantaba,336,215,80,287,177,268,216,
Kerewan,Illiassa,Dutu Bulu Bantaba,218,114,116,37,306,299,83,
Kerewan,Illiassa,Farafeni Mauritanie. Pri. Sch,3454,110,57,43,203,84,130,
Kerewan,Illiassa,Farafeni Pri Sch,4548,213,58,208,132,206,246,
Kerewan,Illiassa,Farafenni Library,2716,284,91,323,54,328,215,
Kerewan,Illiassa,Farafenni Sen Sec Sch,229,38,95,278,185,191,85,
Kerewan,Illiassa,Farafenni Wharf Town,509,118,216,239,33,294,139,
Kerewan,Illiassa,Illiassa Bantaba,848,302,150,325,40,51,238,
Kerewan,Illiassa,Jajari Bantaba,283,104,125,47,244,186,136,
Kerewan,Illiassa,Jerico Wollof Bantaba,609,122,293,59,301,186,293,
Kerewan,Illiassa,Jigimar Bantaba,963,185,55,123,97,184,235,
Kerewan,Illiassa,Jumansariba Health Centre,393,219,209,171,250,135,44,
Kerewan,Illiassa,Katchang Bantaba,887,153,142,188,133,113,50,
Kerewan,Illiassa,Kekuta Kunda Bantaba,495,88,73,245,298,99,274,
Kerewan,Illiassa,Kerr Ali Bantaba,799,272,74,310,161,144,45,
Kerewan,Illiassa,Kubandar Bantaba,292,104,244,91,291,236,79,
Kerewan,Illiassa,Maka Farafenni Bantaba,971,210,98,49,80,83,53,
Kerewan,Illiassa,Noo Kunda Bantaba,1183,94,88,86,244,159,78,
Kerewan,Illiassa,Nyeribaya Bantaba,439,180,155,109,127,98,252,
Kerewan,Illiassa,Yallal Tankonjala Bantaba,516,101,171,84,205,322,275,
Kerewan,Illiassa,Youna Bantaba,412,278,294,93,124,209,280,
Kerewan,Jokadou,Bali Mandinka School,863,258,207,324,49,33,310,
Kerewan,Jokadou,Darusalam (Kerr Matar Sarr) Bantaba,623,244,40,326,278,37,251,
Kerewan,Jokadou,Dasilameh Bantaba,919,174,53,230,146,268,271,
Kerewan,Jokadou,Gissa (Kerr Amadou Fayel.) Bantaba,820,136,106,217,280,287,198,
Kerewan,Jokadou,Karantaba Health Centre,459,205,73,45,234,86,65,
Kerewan,Jokadou,Kerr Jarga Jobe Health Centre,706,264,150,272,180,182,205,
Kerewan,Jokadou,Kerr Majaw (Chessay) Bantaba,953,132,85,179,168,270,135,
Kerewan,Jokadou,Kerr Omar Saine Bantaba,592,199,152,233,72,179,327,
Kerewan,Jokadou,Kerr Selleh  Health Centre,7023,48,274,171,163,144,218,
Kerewan,Jokadou,Kuntaya Bantaba,1145,185,169,60,247,252,145,
Kerewan,Jokadou,Madina Modum (Bantndingwollof) Bantaba,1263,243,120,272,210,60,271,
Kerewan,Jokadou,Munyagen Health Centre,964,253,254,155,227,133,45,
Kerewan,Jokadou,Passy Ngayen (Kerr Alagie Malick) Bantaba,461,227,166,184,282,128,97,
Kerewan,Jokadou,Tambana Old Visaca Bank,513,141,326,162,47,223,321,
Kerewan,Jokadou,Toro Alasan Bantaba,353,289,279,259,148,227,239,
Kerewan,Lower Baddibu,Banni Bantaba,633,156,146,87,255,308,47,
Kerewan,Lower Baddibu,Gunjur Bantaba,614,120,253,210,233,178,62,
Kerewan,Lower Baddibu,Kerewan Old Market,2261,314,292,131,315,37,276,
Kerewan,Lower Baddibu,Kerr Ardo Bantaba,790,186,307,104,176,108,263,
Kerewan,Lower Baddibu,Kinteh Kunda Janneh Yaa Bantaba,523,81,161,263,154,144,144,
Kerewan,Lower Baddibu,Mbamori Kunda Health Centre,1014,276,173,199,271,304,250,
Kerewan,Lower Baddibu,Njawara Bantaba,549,47,313,205,154,255,86,
Kerewan,Lower Baddibu,Saaba Bantaba,1157,83,260,321,132,103,213,
Kerewan,Lower Baddibu,Suwareh Kunda Bantaba,755,311,85,210,110,135,196,
Kerewan,Lower Baddibu,Toroba Bantaba,621,294,142,75,49,119,137,
Kerewan,Lower Nuimi,Bakindick Mandinka Bantaba,809,87,213,89,74,262,47,
Kerewan,Lower Nuimi,Barra  Bantaba ( Near Alkalo'S Comp),2718,108,284,79,174,259,303,
Kerewan,Lower Nuimi,Berending Skill Centre,963,206,82,193,52,323,298,
Kerewan,Lower Nuimi,Buniadu Health Centre,620,209,64,281,233,262,94,
Kerewan,Lower Nuimi,Chamen Bantaba,570,36,309,241,45,162,275,
Kerewan,Lower Nuimi,Essau  A Old Vet,2692,187,197,291,251,323,188,
Kerewan,Lower Nuimi,Essau B Sen Sec Sch,629,209,146,197,58,49,230,
Kerewan,Lower Nuimi,Fass Njaga Choi Video Hall,1638,304,184,67,111,199,98,
Kerewan,Lower Nuimi,Hamdalai Mosque,1187,108,152,245,179,145,65,
Kerewan,Lower Nuimi,Jagleh (Kerr Wally) Bantaba,491,71,123,66,130,118,96,
Kerewan,Lower Nuimi,Jinack Kajata Banatba,670,193,41,92,291,280,56,
Kerewan,Lower Nuimi,Kanuma Youth Centre,936,173,162,216,228,65,249,
Kerewan,Lower Nuimi,Kerr Jatta Bantaba,703,323,157,177,54,209,241,
Kerewan,Lower Nuimi,Kerr Malick Sarr Bantaba,454,164,269,179,253,90,277,
Kerewan,Lower Nuimi,Madina Kanuma Bantaba,806,294,83,149,132,82,103,
Kerewan,Lower Nuimi,Maka Bala Manneh Bantaba,772,113,183,62,267,232,160,
Kerewan,Lower Nuimi,Mbollet Ba Bantaba,1330,179,273,192,241,328,33,
Kerewan,Lower Nuimi,Medina Manneh Bantaba,315,92,90,146,113,44,69,
Kerewan,Lower Nuimi,Medina Sering Mass Bantaba At New Mosque,2041,164,47,258,278,57,232,
Kerewan,Lower Nuimi,Misiranding Bantaba,837,74,85,71,67,137,71,
Kerewan,Lower Nuimi,Ndofan First Aid Centre,555,154,141,304,46,327,219,
Kerewan,Lower Nuimi,Ndungu Charen Bantaba,663,238,318,76,129,74,275,
Kerewan,Lower Nuimi,Ndungu Kebbeh Bantaba,1996,309,289,91,127,263,213,
Kerewan,Lower Nuimi,Njongon Bantaba,1001,159,299,189,182,263,35,
Kerewan,Lower Nuimi,Samba Kalla Health Centre,616,294,89,119,108,65,168,
Kerewan,Lower Nuimi,Samba Njabeh Bantaba,522,90,130,115,204,287,93,
Kerewan,Lower Nuimi,Sami Sotokoi (Sami Essau) Bantaba,530,286,167,86,256,99,177,
Kerewan,Lower Nuimi,Sare Bohoum (Kerr Omar Jawara ) Bantaba,362,244,141,298,156,301,328,
Kerewan,Lower Nuimi,Tuba Angalleh Bantaba,719,68,239,74,61,228,63,
Kerewan,Sabach Sanjal,Bambali Bantaba,544,139,58,60,261,94,78,
Kerewan,Sabach Sanjal,Bassic Bantaba,305,91,223,142,60,33,299,
Kerewan,Sabach Sanjal,Daffa Bantaba,341,297,159,189,50,119,69,
Kerewan,Sabach Sanjal,Dibba Kunda Wollof Bantaba,1028,125,54,249,228,293,295,
Kerewan,Sabach Sanjal,Kani Kunda Bantaba,555,65,44,145,267,147,291,
Kerewan,Sabach Sanjal,Kataba Mandinka Health Centre,674,282,233,204,199,150,272,
Kerewan,Sabach Sanjal,Kumbija Arabic Sch,367,182,223,310,319,204,110,
Kerewan,Sabach Sanjal,Kunjata Bantaba,184,112,306,62,223,103,49,
Kerewan,Sabach Sanjal,Kussasai (Kunjo) Bantaba,700,262,102,117,223,319,181,
Kerewan,Sabach Sanjal,Loumen Bantaba,833,128,198,240,121,283,239,
Kerewan,Sabach Sanjal,Mballow Omar (Sinchu Sanjal) Bantaba,752,164,293,206,282,224,72,
Kerewan,Sabach Sanjal,Mbapa Mariga School,741,124,128,303,97,215,86,
Kerewan,Sabach Sanjal,Ngayen Sanjal Bantaba,2227,72,322,222,42,34,278,
Kerewan,Sabach Sanjal,Nyangen (Challa) Bantaba,482,51,299,38,58,242,68,
Kerewan,Sabach Sanjal,Palen Wolof Health Cente,904,322,159,240,140,129,62,
Kerewan,Sabach Sanjal,Sabach Sukoto Bantaba,933,90,148,134,228,99,271,
Kerewan,Sabach Sanjal,Sara Kunda Bantaba,786,217,275,136,218,301,270,
Kerewan,Sabach Sanjal,Sinchu Palen Bantaba,221,193,204,139,135,49,195,
Kerewan,Upper Nuimi,Albreda School,880,89,213,114,58,205,191,
Kerewan,Upper Nuimi,Aljamdu Bantaba,522,247,290,88,34,33,53,
Kerewan,Upper Nuimi,Bakalar Medina Bantaba,1172,226,321,284,230,318,47,
Kerewan,Upper Nuimi,Biran Kanni Bantaba,683,276,283,67,288,39,71,
Kerewan,Upper Nuimi,Chilla Health Centre,1242,118,178,142,35,66,252,
Kerewan,Upper Nuimi,Darusalam Bantaba,532,118,203,188,196,306,196,
Kerewan,Upper Nuimi,Fass Omar Saho  Health Centre,2254,128,165,104,304,104,102,
Kerewan,Upper Nuimi,Jurunku Bantaba,459,203,317,33,299,120,256,
Kerewan,Upper Nuimi,Kabakoto Bantaba,780,325,297,245,226,155,174,
Kerewan,Upper Nuimi,Kerr Chebo Jallow (Kayal) Bantaba,626,265,80,49,59,56,265,
Kerewan,Upper Nuimi,Lamin School,1121,53,224,96,187,148,286,
Kerewan,Upper Nuimi,Madina Sidiya Bantaba,1037,44,264,277,289,293,178,
Kerewan,Upper Nuimi,Medina Bafuloto Market,812,221,133,312,70,234,305,
Kerewan,Upper Nuimi,Pakau Ba (Pakau Njogu) Health Centre,1240,217,216,142,327,315,131,
Kerewan,Upper Nuimi,Passy Bantaba,489,305,93,225,35,224,98,
Kerewan,Upper Nuimi,Prince Bantaba,356,106,145,152,301,95,222,
Kerewan,Upper Nuimi,Sami Koto Seed Store,463,161,92,69,280,264,84,
Kerewan,Upper Nuimi,Sika Health Centre,586,240,206,226,258,254,213,
Kerewan,Upper Nuimi,Sitanunku Bantaba,1089,302,104,77,84,79,136,
Mansakonko,Jarra Central,Buiba,607,155,251,42,131,238,234,
Mansakonko,Jarra Central,Diganteh,1098,285,40,267,148,112,248,
Mansakonko,Jarra Central,Foroyaa Fula,521,321,138,285,291,72,167,
Mansakonko,Jarra Central,Jalambereh,1349,71,303,156,174,53,36,
Mansakonko,Jarra Central,Japinneh  Tembeto,623,172,272,135,102,170,174,
Mansakonko,Jarra Central,Japinneh Marikoto,902,261,145,188,258,289,226,
Mansakonko,Jarra Central,Naneko,509,254,285,221,117,217,49,
Mansakonko,Jarra Central,Wellingara. (Sita Huma),372,221,294,299,58,51,278,
Mansakonko,Jarra East,Barrow Kunda,551,318,148,61,108,192,314,
Mansakonko,Jarra East,Barrow Kunda Suwareh Kunda,779,154,141,256,147,169,238,
Mansakonko,Jarra East,Bureng,1003,311,269,54,254,275,248,
Mansakonko,Jarra East,Darsilameh,404,189,184,201,202,46,254,
Mansakonko,Jarra East,Dingirai,1025,161,278,321,47,298,199,
Mansakonko,Jarra East,Dongoroba,1266,72,115,300,247,147,61,
Mansakonko,Jarra East,Jasong,719,296,236,274,246,328,142,
Mansakonko,Jarra East,Madina,487,36,325,63,152,115,251,
Mansakonko,Jarra East,Nyawurulung,850,201,241,157,259,168,302,
Mansakonko,Jarra East,Pakaliba,811,226,251,154,84,109,51,
Mansakonko,Jarra East,Sukuta,369,252,66,241,236,118,195,
Mansakonko,Jarra East,Sutukung,908,101,284,155,67,284,305,
Mansakonko,Jarra East,Wellingara Ba,1824,318,146,226,239,40,75,
Mansakonko,Jarra West,Diganteh,1081,91,100,35,192,318,208,
Mansakonko,Jarra West,Fonkoi Kunda,269,296,136,138,316,60,251,
Mansakonko,Jarra West,Jabisa,164,187,298,245,71,241,112,
Mansakonko,Jarra West,Jenoi,579,169,39,168,241,295,198,
Mansakonko,Jarra West,Kanikunda,733,82,193,63,283,81,159,
Mansakonko,Jarra West,Karantaba,879,247,218,196,99,179,312,
Mansakonko,Jarra West,Missera,1510,319,104,188,215,267,97,
Mansakonko,Jarra West,Pakalinding,1068,270,153,222,109,224,57,
Mansakonko,Jarra West,Sankwia,893,99,65,170,144,293,49,
Mansakonko,Jarra West,Sare Saidy,255,175,302,272,276,297,289,
Mansakonko,Jarra West,Seno Bajonki,822,222,190,209,264,67,309,
Mansakonko,Jarra West,Si-Kunda,650,118,196,190,71,193,204,
